Permutation,Null_Kruskal_Wallis_H
157,2.8016134633276124
158,9.139700132589496
159,3.9751484417329266
160,0.7697731053312964
161,5.135177836220009
162,4.098981020675637
163,5.223748173734748
164,5.0476081383581
165,4.93847297052298
166,0.1568408368789278
167,7.009182868845983
168,9.822809212530046
169,1.2380601056170235
170,7.428816760125301
171,3.680558559041856
172,5.5290601486735795
173,3.7402006642846573
174,4.7446441043907726
175,6.677002627701768
176,2.2581661365102264
177,0.5818304767267364
178,0.6629751997984386
179,3.3918933928148363
180,4.6013191418373935
181,2.181670577636851
182,2.96045962004564
183,1.0564967784380315
184,0.9650304522310762
185,2.9955994750266655
186,5.240754310503689
187,1.654973413839798
188,2.611690185318821
189,1.819979455081011
190,1.7026021833316918
191,1.3000644774092507
192,9.476446755442339
193,4.696444910136961
194,1.0238081150755534
195,6.82824113450306
196,0.6858252629522212
197,3.9050252400834324
198,7.408629414699135
199,3.3904836019523827
200,12.82435074531486
201,2.3417389781434395
202,0.39284861651185565
203,4.15127576128998
204,3.624377892407665
205,4.29850411733014
206,7.681933260529604
207,5.840634488462911
208,0.9673054697636871
209,4.497121109586715
210,6.427527372372424
211,2.180324890068732
212,2.0618362408345092
213,0.8156338082944785
214,1.4563448153157879
215,7.363186318197677
216,0.7601041842963241
217,1.2276458491273843
218,7.710213134959304
219,6.732770955396973
220,3.889993246242284
221,1.4292396502146403
222,3.362765075961761
223,1.1204919376414182
224,2.969455479277258
225,8.121087408508629
226,0.4758957517328781
227,2.5984152340779474
228,3.5228925377141422
229,2.8410028410821724
230,3.4154673881394046
231,6.593553280742981
232,3.658448706312356
233,2.779505038334719
234,3.4423475399098606
235,3.3250036244189687
236,2.5310240696094297
237,0.8869541023664169
238,2.681826834151707
239,1.599502850695444
240,11.147491866140626
241,4.054127952461386
242,0.48352764265291626
243,1.6420914917366645
244,0.24198830205023114
245,4.4622969930119325
246,5.564468385407508
247,2.464702693403524
248,1.279451705507654
249,3.746166249326052
250,5.422614894952858
251,1.904207361756562
252,1.7855062084454403
253,2.170393168170449
254,11.082559942750322
255,9.041488635948099
256,6.884926157461905
257,6.381873888755308
258,4.447752449961172
259,2.449672912744063
260,3.4723902636992534
261,4.033070531431349
262,5.677092481703767
263,6.559354752747822
264,0.7075918765194729
265,3.8038875668407854
266,2.1097844785931557
267,3.57363372452528
268,4.276638136870588
269,6.904072874310259
270,1.4469216240486276
271,3.582943778329536
272,1.512359300118078
273,7.747013279297789
274,5.217910182120704
275,1.4793775486841696
276,4.81813710813276
277,13.221482061782353
278,4.553213946135656
279,1.3617507425906297
280,3.1788480439158775
281,5.225609458794224
282,3.468238001262762
283,7.634146715309271
284,3.7606647343486657
285,2.162574658460926
286,3.124398769848085
287,5.9133673811684275
288,0.4995977278558712
289,0.9720349338667802
290,2.820933955863893
291,3.155384054186925
292,6.606971409891685
293,3.54761420612067
294,4.4988412088255245
295,1.0462815270107058
296,5.444162030037205
297,3.905957605338699
298,0.6944442209191948
299,3.0497700894234185
300,4.737195048001922
301,1.07825060793175
302,10.422595191228993
303,1.3749806078258189
304,5.417619504909453
305,5.979559251180945
306,4.515304167477552
307,5.253114442459719
308,3.655207562632768
309,4.404407623258521
310,3.4188728384910974
311,6.338315995173616
312,5.025563710491042
313,1.4203853718263417
314,1.5251738195634061
315,5.013500872499208
316,1.0142787517397664
317,4.462060688951624
318,5.32513525557988
319,0.6720427131599536
320,7.142508691061266
321,3.157816703888784
322,11.148086227742624
323,3.6318233870165386
324,3.258957587358509
325,5.894416839096721
326,1.1363007332611232
327,4.012773961581843
328,2.9984022163671398
329,3.0510025179810327
330,2.3439409538195832
331,3.041177841901572
332,7.992305862951071
333,10.746623469391125
334,7.41038280458497
335,6.792029009512589
336,6.143150337941279
337,3.643836276536149
338,1.443557512992811
339,1.763582851285264
340,8.847498827652089
341,6.53778498213569
342,4.740443954322927
343,9.809704815833356
344,6.126380709206387
345,3.7772684443816615
346,1.3884411456288035
347,2.619725183409173
348,1.3028987243369556
349,2.8981645497747195
350,3.3857651775233535
351,3.152750933698826
352,2.8968354699650263
353,8.551251264314487
354,1.6344806290526321
355,3.0620736223113454
356,1.2525547372715664
357,1.040187123634496
358,7.817563562386567
359,0.5539453052847421
360,0.9077294327803429
361,3.039516604499113
362,4.4539131085202825
363,6.182700749995092
364,9.49763687589575
365,0.7126527523660116
366,2.987302963780621
367,5.725588321915438
368,6.522841632899599
369,0.6885477305145287
370,0.4039274643009776
371,2.5500145160281136
372,4.889520645478115
373,4.973802490081653
374,6.380481747891736
375,3.1417526319582976
376,2.8970171320315785
377,2.165659727443199
378,8.419042712665942
379,2.2662401168322504
380,3.05204341953322
381,3.2688002754780427
382,7.241331891358641
383,9.985676734745994
384,4.934060673255772
385,7.665194128177063
386,1.6808170777103442
387,1.4298379567617303
388,1.948438267821075
389,4.398443757262612
390,5.422539777463953
391,2.1423821303756085
392,4.779705666612244
393,5.280133179670429
394,2.6238814550056304
395,2.4626559894495585
396,4.222235835568881
397,9.15020843376442
398,8.502957351065561
399,12.413706578034635
400,3.2660760158119047
401,1.257872767117533
402,3.404013149380262
403,5.2377910458171755
404,1.6244301145375175
405,1.0266070242646492
406,2.3418726851641622
407,1.935721696417204
408,3.138649971101131
409,3.5668333780868124
410,3.8836579776007056
411,4.72767796410335
412,3.2471616356833692
413,5.385381333947862
414,1.0052779309548896
415,0.8274039589286986
416,1.5846906484257488
417,4.835512043331164
418,5.316775037048501
419,1.7002008627778196
420,3.802950646723275
421,10.248509737308723
422,2.9425171166540167
423,2.50439141290326
424,0.8548626896958922
425,3.3326574735601753
426,4.099611518747224
427,1.045640238078704
428,0.9843685017867756
429,2.4378924599318452
430,4.878592143793412
431,4.507485716955216
432,1.212078569613368
433,2.797035353175943
434,3.1615108113087445
435,0.5962300271708045
436,0.5397066817431551
437,5.381321869069325
438,5.307061253281518
439,4.167570140979933
440,5.981504022979152
441,2.861197195724344
442,2.6887959458090336
443,4.645684040807737
444,3.276083667050898
445,5.717264945937586
446,1.0812534207616409
447,3.6362832166082626
448,2.8982117977711823
449,1.7482577940377269
450,2.1802219089736354
451,7.773952547664976
452,4.561823204624034
453,1.6091034786254568
454,1.7222397887380794
455,5.895889558465569
456,2.6645593457851646
457,4.8773664391474085
458,6.004697151446635
459,3.2020016615701934
460,2.757458651711204
461,1.9301053677618256
462,6.00568036974073
463,4.803049765149353
464,2.2354425210346562
465,0.7866775765241982
466,1.3926018518745877
467,3.1337353731000803
468,3.997430876751878
469,5.854155877311769
470,5.162901141661678
471,10.751427178840004
472,1.393251171662996
473,1.216079357118815
474,0.9262543262370855
475,2.1284333734856773
476,5.620918426242042
477,2.3597189878100835
478,2.1372885304408555
479,6.098227062954265
480,4.9185723561399755
481,4.317824140262928
482,5.991928282335721
483,5.657358985124574
484,4.711344846675729
485,4.930370323783336
486,1.0318040266938624
487,2.366892805729094
488,1.2788170320591234
489,2.322031487251934
490,1.8388182139269702
491,2.933655482283939
492,10.755995005240493
493,1.2633382901940422
494,7.969367932951627
495,0.44015505880770434
496,1.7945576130018708
497,2.5073238928630417
498,3.6394517224753145
499,15.559586947291336
500,3.6451404191261645
501,3.2141300346629578
502,9.580893442697743
503,3.272075132252212
504,7.562676082184225
505,4.96491348809468
506,1.0778462258454056
507,1.4179129817371177
508,1.7480153241253902
509,13.790139292686945
510,8.487112524328495
511,3.773396911637974
512,3.649540665736822
513,9.052575497491034
514,5.156322539419762
515,3.823212739063365
516,5.398160794586147
517,2.2083679065781325
518,0.6597315397470993
519,2.3351761227281713
520,11.73939179859326
521,3.755958996653135
522,0.29316871685296064
523,1.9461528099877796
524,4.6339876204774555
525,6.035266551708901
526,5.27700311183753
527,4.2074168975022985
528,7.142039390362243
529,7.7869887595520595
530,9.59332240688218
531,5.483277140220707
532,1.9080646784454984
533,7.425701863715858
534,0.8699126849019194
535,2.8932730513897695
536,1.7500251919764196
537,2.0664555002999805
538,3.680846110011771
539,1.276090518521869
540,0.19840557911766155
541,7.204690393649344
542,2.2802169321371366
543,7.735678985845425
544,5.735394859946609
545,4.826801250951576
546,1.8202866913443358
547,2.898515618943293
548,2.098568116750812
549,8.847448690128203
550,7.717831169939018
551,3.382157381014167
552,0.37322859281948695
553,0.29095089700194876
554,8.907763542216344
555,1.218269649850754
556,1.478833659083648
557,0.34748850235610007
558,4.961697495131375
559,1.128405436229059
560,4.39170833245862
561,1.5903128900690717
562,1.589911837604177
563,0.3035672905757565
564,1.2896414659167021
565,3.6097474338585016
566,5.470186132880826
567,3.8387707333536127
568,10.18490377556327
569,5.24846678888116
570,6.784603551664986
571,4.1284782821567205
572,5.484012607003933
573,4.8656080530086
574,2.416764326138491
575,10.294828479594798
576,3.331506277558674
577,4.6146711063152
578,2.190445335118966
579,6.527823533014271
580,4.383915467125462
581,5.150792210985401
582,3.041039412151804
583,7.307576168537707
584,1.7941095050173317
585,1.274415199915893
586,6.11623640937205
587,1.6930065000706236
588,11.013732281603552
589,5.0121910538009615
590,4.668219387351201
591,0.46755295055527313
592,3.348365692272182
593,3.6561914989274555
594,1.4529769739019684
595,2.534824590318294
596,3.2169541381749696
597,4.410081277590507
598,6.715435784396959
599,5.734715740550655
600,1.7409458829597497
601,3.62119976268923
602,2.164566213866692
603,8.80463380215997
604,3.1074495506982203
605,3.301740610374054
606,2.9213652450271184
607,4.991780029343772
608,1.267065663336325
609,6.0485531966987764
610,0.7143326500804505
611,2.8024611327791717
612,1.8849291978908695
613,9.765641458905066
614,3.0738985821358256
615,2.5434449606223097
616,0.4887386868467729
617,2.6623388664565937
618,6.330376982914004
619,9.307389435984987
620,2.070610393259358
621,2.781123547417792
622,3.6634761737132067
623,7.4987395687371645
624,4.2066180948877445
625,1.418208866054556
626,7.68891165613104
627,5.577947759456038
628,2.885897982773713
629,1.7967646694196446
630,5.757826817142359
631,2.607549123044919
632,14.912199663755018
633,8.757088923379797
634,3.767233759935607
635,4.372439360063709
636,4.042529947108051
637,4.512379707502532
638,0.09816203136142576
639,7.530232275330491
640,4.2723984178687715
641,4.53702436388312
642,2.5772149145432195
643,2.1043478268125
644,7.213415981052094
645,9.13137108234514
646,4.680567052656443
647,1.5769445548125987
648,1.259863018791748
649,3.139964534292176
650,1.4549334846351485
651,0.7483508874706786
652,2.2079141560116113
653,3.1047987853148697
654,0.829838055343771
655,1.2685877866756528
656,5.59101400854297
657,1.2928955857478286
658,1.0077203094569995
659,5.414792379690425
660,6.587123401319786
661,4.479075222320716
662,3.920720432217422
663,4.151971245763434
664,10.2516131118864
665,15.222458226937306
666,4.675369216421132
667,6.748123781705544
668,2.4748388905213687
669,2.185961375205352
670,0.6217090469081086
671,7.135098079611453
672,6.120011744642397
673,3.7537314946389415
674,2.650080969422561
675,3.5277615380296083
676,3.9262701555180683
677,1.6641725254976336
678,1.706281751041388
679,1.2146057602467408
680,1.6781359219621663
681,4.497690984997462
682,5.964274500913234
683,3.9143291480886546
684,1.1036716393791721
685,2.398075998225977
686,6.729570493706433
687,4.848414677087021
688,3.6363779150537994
689,4.11074651827812
690,4.762035466647376
691,1.8226672417945338
692,2.1513341408613087
693,3.868974246373
694,2.077768061961251
695,3.736658701037868
696,4.772446196550391
697,7.5409053779126225
698,1.3133842040083437
699,6.766231371967024
700,4.036193466852637
701,0.9897901635808921
702,4.086416001953694
703,1.0315117490431476
704,3.5255770998196567
705,7.151399174384096
706,2.623916715069754
707,4.498554098808199
708,4.941512967564904
709,3.7045568024755084
710,10.795415156108447
711,5.50728717365655
712,3.277240083275501
713,1.4208877147848398
714,1.7653721652109198
715,1.3742556339457224
716,0.47465432877424973
717,4.548314323356408
718,12.836077911312259
719,1.6709879716177056
720,1.538568689661588
721,4.29586748149859
722,5.810223344165934
723,1.4370054896285183
724,5.471227738129983
725,1.7976423572408748
726,11.330319780312038
727,9.621959993672135
728,2.6486117462204675
729,3.2711363928738137
730,4.193305137739571
731,3.0127979608787427
732,0.996781140645453
733,6.765082278463979
734,0.5337048439155296
735,0.29787495319169466
736,6.961954632338347
737,7.816663508608144
738,2.6557860910647832
739,0.6552164741219713
740,1.340369454141637
741,5.540775166126423
742,3.9536053765514225
743,2.5356864673995005
744,3.8177813389456787
745,0.4837764990988944
746,0.3744423614457446
747,4.666466416309049
748,4.624774808863549
749,2.323456103018543
750,15.761747189350444
751,3.6635668475341845
752,4.4651479548351745
753,3.3815790969715636
754,4.225336106832856
755,0.6757233260132125
756,4.382799960228567
757,2.660977227868443
758,1.9089723133129155
759,1.1613486601454497
760,1.712674383216381
761,0.33513426109902866
762,3.8197216283547277
763,2.5956529810773645
764,6.749618561396346
765,3.434314255156096
766,3.2339425082104754
767,0.8390186137498858
768,2.8180983868719522
769,1.0996127888374758
770,5.510482165997928
771,1.5770846721161433
772,2.8513817894704516
773,7.925676017317528
774,7.77489484040143
775,1.6452876533749077
776,3.950217635295303
777,1.5001584723854648
778,1.1617868948610521
779,3.276199880056538
780,3.875139754281008
781,14.333647638668936
782,3.2023968443545527
783,7.276216296897019
784,6.904603112825043
785,9.28127221009072
786,2.186260745900654
787,9.246518686379659
788,4.199869226287319
789,4.063146472927201
790,0.8639176778033288
791,7.05414032055387
792,2.146011722517869
793,8.725491748738932
794,2.728400274005253
795,2.4050348177511296
796,7.128573831729682
797,2.4937385322587033
798,5.224576302900914
799,8.964127756335984
800,7.079668489892356
801,3.5513512235465896
802,3.890462954592749
803,6.382271319373103
804,4.133196212149414
805,1.633759199531596
806,3.779737822406787
807,0.6272862528771839
808,1.3196819842919467
809,5.555916635177709
810,1.1571319522108752
811,5.1740247884768
812,7.356269059601345
813,8.869391106914009
814,3.754391180987568
815,7.274470208631556
816,12.944849132165018
817,4.523051754038988
818,2.4023340754310993
819,6.573019154901431
820,2.551627297840696
821,2.139854619288144
822,2.701812485665414
823,6.329071243241742
824,3.99957378357567
825,4.135472941839907
826,7.057877855253537
827,0.5248664184082372
828,1.1870731063086168
829,1.2754020946263154
830,10.722350604537496
831,4.558410228706634
832,5.213091687248834
833,6.665738373955719
834,4.4991794573106745
835,2.672885346723433
836,0.7151481226555916
837,2.4949808420137742
838,5.675824723959067
839,8.82989931348311
840,6.089162960697195
841,1.458485059229588
842,1.6780660859290037
843,10.195370366113366
844,2.4256639817490395
845,2.6683134101399446
846,1.1662389292619082
847,0.11083519387284468
848,3.2240670246883383
849,3.349255412084858
850,12.723438484555118
851,5.343619099492571
852,0.7848666037939438
853,3.055942895510725
854,0.5797575692595274
855,2.9303038077050587
856,9.681077547076256
857,6.143091977802214
858,4.692962582733799
859,1.8736621066573207
860,0.8939460050551133
861,2.011343327594659
862,1.9407174374791794
863,5.684192373800215
864,0.47274850248049916
865,8.035660643619394
866,1.1836232762443615
867,5.179519113770766
868,2.1268202380929324
869,1.0142344134728773
870,8.965832470285932
871,3.1765543618339507
872,1.8434729384061939
873,1.0567880578619224
874,4.586717558166129
875,10.302712377818352
876,2.56485207829337
877,1.698616876808046
878,4.071326298772419
879,11.792152396446
880,1.127915036338436
881,8.407180924558816
882,0.9313303683475169
883,3.372436399181879
884,2.922237269922789
885,3.629579158267461
886,4.073842363129188
887,4.0948059143916
888,6.24490878027018
889,5.298602807651605
890,9.574629836749864
891,5.05921881467475
892,8.331659782060342
893,2.9097518156227125
894,1.5012798007060155
895,4.151131065748359
896,5.322709467229743
897,1.8228870295811248
898,1.8261808524471235
899,1.6116400090827483
900,4.26276616810901
901,5.155069325479417
902,3.4469535958105553
903,3.086360364313805
904,1.7132445927654771
905,10.477560145073767
906,1.3102109146839211
907,4.3865538987543005
908,1.4471703911376608
909,7.207136283595446
910,1.1223211346728021
911,0.16539923228219777
912,6.415495268372524
913,3.7649906755546
914,4.923526270049479
915,13.846976244437428
916,4.153215632879892
917,4.033686879159177
918,4.771163487473586
919,1.6945663508231519
920,12.439239228741826
921,3.5038061740656303
922,7.365282950831443
923,6.633064002658557
924,2.2123370067329233
925,4.993390720865136
926,2.1562636119197123
927,7.1269079677608715
928,11.221328015051313
929,3.6211822529653546
930,0.7204634396671281
931,0.21694395057284055
932,6.891334351790192
933,1.5379540061449006
934,4.883800012528809
935,6.644338502693245
936,5.162502107342334
937,3.1957161770747007
938,1.0138216871555414
939,1.0430881527922793
940,8.28178222307497
941,7.240437108735932
942,10.511214383810511
943,4.099641074003102
944,5.023666295669955
945,6.0050187433776046
946,1.5973867000889186
947,2.616962615947159
948,4.4278637921538575
949,1.9855902353692727
950,4.187562271792103
951,4.174853360039833
952,4.267817460223341
953,1.7361335716122994
954,4.997016655149309
955,2.0287586228837426
956,6.742922564634682
957,1.5202812075258407
958,1.9419570134591595
959,8.300026267831527
960,1.7402563254026973
961,6.5405821826652755
962,4.8343442111195145
963,1.8120923232099813
964,4.932942227603235
965,1.0279148659137718
966,5.99478405563832
967,4.017039185678641
968,2.229875594936402
969,2.8755596603823506
970,1.5179052380190114
971,4.0978479234186125
972,1.884926587101745
973,4.124046349410037
974,3.3166483189002065
975,2.725052232800863
976,4.639472553461474
977,7.449133541698302
978,3.128884931124503
979,5.9834145270369845
980,9.744667545130596
981,5.423001722898789
982,1.3004774882651873
983,5.910417884718299
984,3.9804282753752886
985,5.938873126141516
986,1.1126379145516694
987,5.596434843199859
988,7.417858848346441
989,9.417101968938823
990,0.8156113651834858
991,1.5055524257977595
992,1.0198459810862914
993,6.816017099468809
994,4.402153356246345
995,2.6717458144753436
996,3.027767367696015
997,4.662182363085321
998,6.5773862106525485
999,2.719081292591909
1000,2.085609879873573
